split,class_labels,filename,extension,height,width,mode
Train,2S1,HB19898.jpeg,.jpeg,158,158,L
Train,2S1,HB19899.jpeg,.jpeg,158,158,L
Train,2S1,HB19901.jpeg,.jpeg,158,158,L
Train,2S1,HB19902.jpeg,.jpeg,158,158,L
Train,2S1,HB19903.jpeg,.jpeg,158,158,L
Train,2S1,HB19906.jpeg,.jpeg,158,158,L
Train,2S1,HB19907.jpeg,.jpeg,158,158,L
Train,2S1,HB19908.jpeg,.jpeg,158,158,L
Train,2S1,HB19909.jpeg,.jpeg,158,158,L
Train,2S1,HB19910.jpeg,.jpeg,158,158,L
Train,2S1,HB19911.jpeg,.jpeg,158,158,L
Train,2S1,HB19912.jpeg,.jpeg,158,158,L
Train,2S1,HB19913.jpeg,.jpeg,158,158,L
Train,2S1,HB19914.jpeg,.jpeg,158,158,L
Train,2S1,HB19915.jpeg,.jpeg,158,158,L
Train,2S1,HB19916.jpeg,.jpeg,158,158,L
Train,2S1,HB19917.jpeg,.jpeg,158,158,L
Train,2S1,HB19918.jpeg,.jpeg,158,158,L
Train,2S1,HB19919.jpeg,.jpeg,158,158,L
Train,2S1,HB19920.jpeg,.jpeg,158,158,L
Train,2S1,HB19923.jpeg,.jpeg,158,158,L
Train,2S1,HB19924.jpeg,.jpeg,158,158,L
Train,2S1,HB19925.jpeg,.jpeg,158,158,L
Train,2S1,HB19926.jpeg,.jpeg,158,158,L
Train,2S1,HB19927.jpeg,.jpeg,158,158,L
Train,2S1,HB19928.jpeg,.jpeg,158,158,L
Train,2S1,HB19929.jpeg,.jpeg,158,158,L
Train,2S1,HB19930.jpeg,.jpeg,158,158,L
Train,2S1,HB19931.jpeg,.jpeg,158,158,L
Train,2S1,HB19932.jpeg,.jpeg,158,158,L
Train,2S1,HB19933.jpeg,.jpeg,158,158,L
Train,2S1,HB19934.jpeg,.jpeg,158,158,L
Train,2S1,HB19935.jpeg,.jpeg,158,158,L
Train,2S1,HB19936.jpeg,.jpeg,158,158,L
Train,2S1,HB19938.jpeg,.jpeg,158,158,L
Train,2S1,HB19939.jpeg,.jpeg,158,158,L
Train,2S1,HB19941.jpeg,.jpeg,158,158,L
Train,2S1,HB19942.jpeg,.jpeg,158,158,L
Train,2S1,HB19943.jpeg,.jpeg,158,158,L
Train,2S1,HB19944.jpeg,.jpeg,158,158,L
Train,2S1,HB19945.jpeg,.jpeg,158,158,L
Train,2S1,HB19946.jpeg,.jpeg,158,158,L
Train,2S1,HB19947.jpeg,.jpeg,158,158,L
Train,2S1,HB19949.jpeg,.jpeg,158,158,L
Train,2S1,HB19950.jpeg,.jpeg,158,158,L
Train,2S1,HB19951.jpeg,.jpeg,158,158,L
Train,2S1,HB19952.jpeg,.jpeg,158,158,L
Train,2S1,HB19953.jpeg,.jpeg,158,158,L
Train,2S1,HB19954.jpeg,.jpeg,158,158,L
Train,2S1,HB19955.jpeg,.jpeg,158,158,L
Train,2S1,HB19957.jpeg,.jpeg,158,158,L
Train,2S1,HB19958.jpeg,.jpeg,158,158,L
Train,2S1,HB19959.jpeg,.jpeg,158,158,L
Train,2S1,HB19960.jpeg,.jpeg,158,158,L
Train,2S1,HB19961.jpeg,.jpeg,158,158,L
Train,2S1,HB19962.jpeg,.jpeg,158,158,L
Train,2S1,HB19963.jpeg,.jpeg,158,158,L
Train,2S1,HB19964.jpeg,.jpeg,158,158,L
Train,2S1,HB19965.jpeg,.jpeg,158,158,L
Train,2S1,HB19966.jpeg,.jpeg,158,158,L
Train,2S1,HB19967.jpeg,.jpeg,158,158,L
Train,2S1,HB19968.jpeg,.jpeg,158,158,L
Train,2S1,HB19969.jpeg,.jpeg,158,158,L
Train,2S1,HB19971.jpeg,.jpeg,158,158,L
Train,2S1,HB19972.jpeg,.jpeg,158,158,L
Train,2S1,HB19973.jpeg,.jpeg,158,158,L
Train,2S1,HB19975.jpeg,.jpeg,158,158,L
Train,2S1,HB19976.jpeg,.jpeg,158,158,L
Train,2S1,HB19977.jpeg,.jpeg,158,158,L
Train,2S1,HB19978.jpeg,.jpeg,158,158,L
Train,2S1,HB19979.jpeg,.jpeg,158,158,L
Train,2S1,HB19980.jpeg,.jpeg,158,158,L
Train,2S1,HB19981.jpeg,.jpeg,158,158,L
Train,2S1,HB19982.jpeg,.jpeg,158,158,L
Train,2S1,HB19983.jpeg,.jpeg,158,158,L
Train,2S1,HB19984.jpeg,.jpeg,158,158,L
Train,2S1,HB19986.jpeg,.jpeg,158,158,L
Train,2S1,HB19987.jpeg,.jpeg,158,158,L
Train,2S1,HB19988.jpeg,.jpeg,158,158,L
Train,2S1,HB19989.jpeg,.jpeg,158,158,L
Train,2S1,HB19990.jpeg,.jpeg,158,158,L
Train,2S1,HB19992.jpeg,.jpeg,158,158,L
Train,2S1,HB19993.jpeg,.jpeg,158,158,L
Train,2S1,HB19994.jpeg,.jpeg,158,158,L
Train,2S1,HB19995.jpeg,.jpeg,158,158,L
Train,2S1,HB19996.jpeg,.jpeg,158,158,L
Train,2S1,HB19997.jpeg,.jpeg,158,158,L
Train,2S1,HB19998.jpeg,.jpeg,158,158,L
Train,2S1,HB19999.jpeg,.jpeg,158,158,L
Train,2S1,HB20000.jpeg,.jpeg,158,158,L
Train,2S1,HB20001.jpeg,.jpeg,158,158,L
Train,2S1,HB20002.jpeg,.jpeg,158,158,L
Train,2S1,HB20007.jpeg,.jpeg,158,158,L
Train,2S1,HB20008.jpeg,.jpeg,158,158,L
Train,2S1,HB20009.jpeg,.jpeg,158,158,L
Train,2S1,HB20010.jpeg,.jpeg,158,158,L
Train,2S1,HB20011.jpeg,.jpeg,158,158,L
Train,2S1,HB20012.jpeg,.jpeg,158,158,L
Train,2S1,HB20013.jpeg,.jpeg,158,158,L
Train,BMP2,HB03787.jpeg,.jpeg,128,128,L
Train,BMP2,HB03788.jpeg,.jpeg,128,128,L
Train,BMP2,HB03790.jpeg,.jpeg,128,128,L
Train,BMP2,HB03792.jpeg,.jpeg,128,128,L
Train,BMP2,HB03793.jpeg,.jpeg,128,128,L
Train,BMP2,HB03794.jpeg,.jpeg,128,128,L
Train,BMP2,HB03796.jpeg,.jpeg,128,128,L
Train,BMP2,HB03797.jpeg,.jpeg,128,128,L
Train,BMP2,HB03798.jpeg,.jpeg,128,128,L
Train,BMP2,HB03799.jpeg,.jpeg,128,128,L
Train,BMP2,HB03800.jpeg,.jpeg,128,128,L
Train,BMP2,HB03801.jpeg,.jpeg,128,128,L
Train,BMP2,HB03802.jpeg,.jpeg,128,128,L
Train,BMP2,HB03803.jpeg,.jpeg,128,128,L
Train,BMP2,HB03804.jpeg,.jpeg,128,128,L
Train,BMP2,HB03805.jpeg,.jpeg,128,128,L
Train,BMP2,HB03806.jpeg,.jpeg,128,128,L
Train,BMP2,HB03807.jpeg,.jpeg,128,128,L
Train,BMP2,HB03808.jpeg,.jpeg,128,128,L
Train,BMP2,HB03809.jpeg,.jpeg,128,128,L
Train,BMP2,HB03810.jpeg,.jpeg,128,128,L
Train,BMP2,HB03811.jpeg,.jpeg,128,128,L
Train,BMP2,HB03812.jpeg,.jpeg,128,128,L
Train,BMP2,HB03813.jpeg,.jpeg,128,128,L
Train,BMP2,HB03814.jpeg,.jpeg,128,128,L
Train,BMP2,HB03815.jpeg,.jpeg,128,128,L
Train,BMP2,HB03817.jpeg,.jpeg,128,128,L
Train,BMP2,HB03818.jpeg,.jpeg,128,128,L
Train,BMP2,HB03819.jpeg,.jpeg,128,128,L
Train,BMP2,HB03820.jpeg,.jpeg,128,128,L
Train,BMP2,HB03821.jpeg,.jpeg,128,128,L
Train,BMP2,HB03822.jpeg,.jpeg,128,128,L
Train,BMP2,HB03823.jpeg,.jpeg,128,128,L
Train,BMP2,HB03824.jpeg,.jpeg,128,128,L
Train,BMP2,HB03825.jpeg,.jpeg,128,128,L
Train,BMP2,HB03826.jpeg,.jpeg,128,128,L
Train,BMP2,HB03827.jpeg,.jpeg,128,128,L
Train,BMP2,HB03828.jpeg,.jpeg,128,128,L
Train,BMP2,HB03829.jpeg,.jpeg,128,128,L
Train,BMP2,HB03830.jpeg,.jpeg,128,128,L
Train,BMP2,HB03831.jpeg,.jpeg,128,128,L
Train,BMP2,HB03832.jpeg,.jpeg,128,128,L
Train,BMP2,HB03833.jpeg,.jpeg,128,128,L
Train,BMP2,HB03834.jpeg,.jpeg,128,128,L
Train,BMP2,HB03836.jpeg,.jpeg,128,128,L
Train,BMP2,HB03837.jpeg,.jpeg,128,128,L
Train,BMP2,HB03838.jpeg,.jpeg,128,128,L
Train,BMP2,HB03839.jpeg,.jpeg,128,128,L
Train,BMP2,HB03840.jpeg,.jpeg,128,128,L
Train,BMP2,HB03841.jpeg,.jpeg,128,128,L
Train,BMP2,HB03842.jpeg,.jpeg,128,128,L
Train,BMP2,HB03843.jpeg,.jpeg,128,128,L
Train,BMP2,HB03844.jpeg,.jpeg,128,128,L
Train,BMP2,HB03846.jpeg,.jpeg,128,128,L
Train,BMP2,HB03847.jpeg,.jpeg,128,128,L
Train,BMP2,HB03848.jpeg,.jpeg,128,128,L
Train,BMP2,HB03849.jpeg,.jpeg,128,128,L
Train,BMP2,HB03850.jpeg,.jpeg,128,128,L
Train,BMP2,HB03851.jpeg,.jpeg,128,128,L
Train,BMP2,HB03852.jpeg,.jpeg,128,128,L
Train,BMP2,HB03854.jpeg,.jpeg,128,128,L
Train,BMP2,HB03855.jpeg,.jpeg,128,128,L
Train,BMP2,HB03856.jpeg,.jpeg,128,128,L
Train,BMP2,HB03857.jpeg,.jpeg,128,128,L
Train,BMP2,HB03858.jpeg,.jpeg,128,128,L
Train,BMP2,HB03859.jpeg,.jpeg,128,128,L
Train,BMP2,HB03860.jpeg,.jpeg,128,128,L
Train,BMP2,HB03862.jpeg,.jpeg,128,128,L
Train,BMP2,HB03863.jpeg,.jpeg,128,128,L
Train,BMP2,HB03864.jpeg,.jpeg,128,128,L
Train,BMP2,HB03865.jpeg,.jpeg,128,128,L
Train,BMP2,HB03866.jpeg,.jpeg,128,128,L
Train,BMP2,HB03867.jpeg,.jpeg,128,128,L
Train,BMP2,HB03868.jpeg,.jpeg,128,128,L
Train,BMP2,HB03869.jpeg,.jpeg,128,128,L
Train,BMP2,HB03870.jpeg,.jpeg,128,128,L
Train,BMP2,HB03871.jpeg,.jpeg,128,128,L
Train,BMP2,HB03872.jpeg,.jpeg,128,128,L
Train,BMP2,HB03873.jpeg,.jpeg,128,128,L
Train,BMP2,HB03874.jpeg,.jpeg,128,128,L
Train,BMP2,HB03875.jpeg,.jpeg,128,128,L
Train,BMP2,HB03876.jpeg,.jpeg,128,128,L
Train,BMP2,HB03877.jpeg,.jpeg,128,128,L
Train,BMP2,HB03878.jpeg,.jpeg,128,128,L
Train,BMP2,HB03879.jpeg,.jpeg,128,128,L
Train,BMP2,HB03880.jpeg,.jpeg,128,128,L
Train,BMP2,HB03881.jpeg,.jpeg,128,128,L
Train,BMP2,HB03882.jpeg,.jpeg,128,128,L
Train,BMP2,HB03883.jpeg,.jpeg,128,128,L
Train,BMP2,HB03884.jpeg,.jpeg,128,128,L
Train,BMP2,HB03885.jpeg,.jpeg,128,128,L
Train,BMP2,HB03886.jpeg,.jpeg,128,128,L
Train,BMP2,HB03887.jpeg,.jpeg,128,128,L
Train,BMP2,HB03889.jpeg,.jpeg,128,128,L
Train,BMP2,HB03890.jpeg,.jpeg,128,128,L
Train,BMP2,HB03891.jpeg,.jpeg,128,128,L
Train,BMP2,HB03892.jpeg,.jpeg,128,128,L
Train,BMP2,HB03893.jpeg,.jpeg,128,128,L
Train,BMP2,HB03894.jpeg,.jpeg,128,128,L
Train,BMP2,HB03895.jpeg,.jpeg,128,128,L
Train,BMP2,HB03896.jpeg,.jpeg,128,128,L
Train,BMP2,HB03897.jpeg,.jpeg,128,128,L
Train,BMP2,HB03898.jpeg,.jpeg,128,128,L
Train,BMP2,HB03900.jpeg,.jpeg,128,128,L
Train,BMP2,HB03901.jpeg,.jpeg,128,128,L
Train,BMP2,HB03902.jpeg,.jpeg,128,128,L
Train,BMP2,HB03903.jpeg,.jpeg,128,128,L
Train,BMP2,HB03904.jpeg,.jpeg,128,128,L
Train,BMP2,HB03905.jpeg,.jpeg,128,128,L
Train,BMP2,HB03906.jpeg,.jpeg,128,128,L
Train,BMP2,HB03907.jpeg,.jpeg,128,128,L
Train,BMP2,HB03908.jpeg,.jpeg,128,128,L
Train,BMP2,HB03909.jpeg,.jpeg,128,128,L
Train,BMP2,HB03910.jpeg,.jpeg,128,128,L
Train,BMP2,HB03911.jpeg,.jpeg,128,128,L
Train,BMP2,HB03912.jpeg,.jpeg,128,128,L
Train,BMP2,HB03913.jpeg,.jpeg,128,128,L
Train,BMP2,HB03914.jpeg,.jpeg,128,128,L
Train,BMP2,HB03915.jpeg,.jpeg,128,128,L
Train,BMP2,HB03916.jpeg,.jpeg,128,128,L
Train,BMP2,HB03917.jpeg,.jpeg,128,128,L
Train,BMP2,HB03918.jpeg,.jpeg,128,128,L
Train,BMP2,HB03919.jpeg,.jpeg,128,128,L
Train,BMP2,HB03920.jpeg,.jpeg,128,128,L
Train,BMP2,HB03922.jpeg,.jpeg,128,128,L
Train,BMP2,HB03923.jpeg,.jpeg,128,128,L
Train,BMP2,HB03924.jpeg,.jpeg,128,128,L
Train,BMP2,HB03925.jpeg,.jpeg,128,128,L
Train,BMP2,HB03926.jpeg,.jpeg,128,128,L
Train,BMP2,HB03927.jpeg,.jpeg,128,128,L
Train,BMP2,HB03928.jpeg,.jpeg,128,128,L
Train,BMP2,HB03929.jpeg,.jpeg,128,128,L
Train,BMP2,HB03930.jpeg,.jpeg,128,128,L
Train,BMP2,HB03931.jpeg,.jpeg,128,128,L
Train,BMP2,HB03932.jpeg,.jpeg,128,128,L
Train,BMP2,HB03933.jpeg,.jpeg,128,128,L
Train,BMP2,HB03934.jpeg,.jpeg,128,128,L
Train,BMP2,HB03935.jpeg,.jpeg,128,128,L
Train,BMP2,HB03936.jpeg,.jpeg,128,128,L
Train,BMP2,HB03938.jpeg,.jpeg,128,128,L
Train,BMP2,HB03939.jpeg,.jpeg,128,128,L
Train,BMP2,HB03940.jpeg,.jpeg,128,128,L
Train,BMP2,HB03941.jpeg,.jpeg,128,128,L
Train,BMP2,HB03942.jpeg,.jpeg,128,128,L
Train,BMP2,HB03943.jpeg,.jpeg,128,128,L
Train,BMP2,HB03944.jpeg,.jpeg,128,128,L
Train,BMP2,HB03945.jpeg,.jpeg,128,128,L
Train,BMP2,HB03946.jpeg,.jpeg,128,128,L
Train,BMP2,HB03947.jpeg,.jpeg,128,128,L
Train,BMP2,HB03948.jpeg,.jpeg,128,128,L
Train,BMP2,HB03949.jpeg,.jpeg,128,128,L
Train,BMP2,HB03950.jpeg,.jpeg,128,128,L
Train,BMP2,HB03951.jpeg,.jpeg,128,128,L
Train,BMP2,HB03952.jpeg,.jpeg,128,128,L
Train,BMP2,HB03953.jpeg,.jpeg,128,128,L
Train,BMP2,HB03954.jpeg,.jpeg,128,128,L
Train,BMP2,HB03955.jpeg,.jpeg,128,128,L
Train,BMP2,HB03956.jpeg,.jpeg,128,128,L
Train,BMP2,HB03957.jpeg,.jpeg,128,128,L
Train,BMP2,HB03958.jpeg,.jpeg,128,128,L
Train,BMP2,HB03959.jpeg,.jpeg,128,128,L
Train,BMP2,HB03960.jpeg,.jpeg,128,128,L
Train,BMP2,HB03962.jpeg,.jpeg,128,128,L
Train,BMP2,HB03963.jpeg,.jpeg,128,128,L
Train,BMP2,HB03964.jpeg,.jpeg,128,128,L
Train,BMP2,HB03965.jpeg,.jpeg,128,128,L
Train,BMP2,HB03967.jpeg,.jpeg,128,128,L
Train,BMP2,HB03968.jpeg,.jpeg,128,128,L
Train,BMP2,HB03969.jpeg,.jpeg,128,128,L
Train,BMP2,HB03970.jpeg,.jpeg,128,128,L
Train,BMP2,HB03971.jpeg,.jpeg,128,128,L
Train,BMP2,HB03972.jpeg,.jpeg,128,128,L
Train,BMP2,HB03973.jpeg,.jpeg,128,128,L
Train,BMP2,HB03974.jpeg,.jpeg,128,128,L
Train,BMP2,HB03975.jpeg,.jpeg,128,128,L
Train,BMP2,HB03976.jpeg,.jpeg,128,128,L
